ID,lat,lon,name,type,notes,marker
L871898,36.0732448,-79.0061617,Eno River SP--Few's Ford,hotspot,,small_blue
L1522491,36.0426721,-79.0000289,Eno River SP--The Quarry,hotspot,,small_blue
L2217654,36.0448847,-78.9935875,Eno River--Pleasant Green to Cole Mill,hotspot,,small_blue
L502099,35.9341661,-79.0137148,Ephesus Park--Chapel Hill,hotspot,,small_blue
L932543,34.165014,-78.1214619,Ev--Henwood Nature Preserve,hotspot,,small_blue
L168301,35.20786,-80.774475,Evergreen Nature Preserve,hotspot,,small_blue
L1143758,35.185068,-80.7862043,Evergreen Nature Preserve,hotspot,,small_blue
L420846,35.9698097,-78.6246014,Falls Lake,hotspot,,small_blue
L871971,36.0660781,-78.8053608,Falls Lake -- Ellerbe Creek RR grade,hotspot,,small_blue
L998159,36.0137828,-78.6287084,Falls Lake -- New Light Creek,hotspot,,small_blue
L998163,36.0374605,-78.7414995,Falls Lake -- Olive Grove Church Rd Gamelands,hotspot,,small_blue
L998161,36.054241,-78.7235148,Falls Lake -- Olive Grove Church Road Ramp,hotspot,,small_blue
L998199,36.0806258,-78.755137,Falls Lake -- Will Suitt Rd RR grade,hotspot,,small_blue
L1475724,36.0175083,-78.6998335,Falls Lake SRA--Woodpecker Ridge,hotspot,,small_blue
L599112,36.0384927,-78.6795773,Falls Lake--Beaverdam Reservoir,hotspot,,small_blue
L1829715,36.0495173,-78.7507467,Falls Lake--Cheek Rd. Causeway (Wake Co.),hotspot,,small_blue
L998120,36.0473502,-78.7551241,Falls Lake--Cheek Road Causeway (Durham Co.),hotspot,,small_blue
L599104,35.9415313,-78.5831451,Falls Lake--Dam,hotspot,,small_blue
L619863,36.0580233,-78.7735672,Falls Lake--Hickory Hills Boat Ramp,hotspot,,small_blue
L599108,35.9965423,-78.6525822,Falls Lake--Holly Pt./Shinleaf,hotspot,,small_blue
L599109,36.0229812,-78.690691,Falls Lake--Hwy. 50 Boat Ramp,hotspot,,small_blue
L593590,36.0812068,-78.7896645,Falls Lake--Neuse River RR Grade (Granville Co),hotspot,,small_blue
L1809146,36.0762975,-78.7935269,Falls Lake--Railroad Grade (Durham Co.),hotspot,,small_blue
L517564,36.0093255,-78.7274694,Falls Lake--Rolling View,hotspot,,small_blue
L599113,36.0384472,-78.7117195,Falls Lake--Sandling Beach,hotspot,,small_blue
L2115223,36.0796824,-78.6611137,Falls Lake--Upper Beaver Dam (Granville Co.),hotspot,,small_blue
L1072298,36.0518053,-78.6736107,Falls Lake--Upper Beaverdam Reservoir,hotspot,,small_blue
L1264141,36.0629583,-78.7639904,Falls Lake--Will Suitt mudflats,hotspot,,small_blue
L1351997,36.3268996,-76.2173209,Fenwick-Hollowell Memorial Wetland Area,hotspot,,small_blue
L1066890,35.4384354,-83.4018517,Ferguson Fields (Kituwah Farm),hotspot,,small_blue
L1833258,35.4252251,-80.6817313,Finger Lake,hotspot,,small_blue
L1131899,35.4899498,-80.7993114,Fisher Farm Park,hotspot,,small_blue
L1137156,35.0003339,-76.9766414,Fisher Landing Recreation Site,hotspot,,small_blue
L998132,36.127421,-78.8321335,Flat River Waterfowl Impoundment,hotspot,,small_blue
L898752,35.4255673,-82.4953079,Fletcher Community Park,hotspot,,small_blue
L1481903,35.5927591,-82.4818871,Folk Art Center,hotspot,,small_blue
L791930,33.8903675,-78.0199242,Fort Caswell,hotspot,,small_blue
L337931,33.9513428,-77.9276087,Fort Fisher SRA,hotspot,,small_blue
L241664,33.957634,-77.9308858,Fort Fisher SRA - Basin Trail,hotspot,,small_blue
L1642999,33.9367733,-77.933321,Fort Fisher SRA--Spit,hotspot,,small_blue
L1248637,33.9478932,-77.9474401,Fort Fisher SRA--Zeke's Island,hotspot,,small_blue
L792448,33.9720237,-77.9188666,Fort Fisher State Historic Site,hotspot,,small_blue
L971418,33.9629522,-77.9283857,Fort Fisher--Aquarium Trail,hotspot,,small_blue
L792451,33.9593705,-77.9415151,Fort Fisher--Federal Point/The Rocks,hotspot,,small_blue
L792459,33.9608032,-77.9387069,Fort Fisher--Ferry Parking and Trail,hotspot,,small_blue
L842062,33.9697726,-77.9176569,Fort Fisher--Ocean Overlook/Coquina Outcropping,hotspot,,small_blue
L978885,33.9803781,-77.9147708,Fort Fisher--Recreation Area Fields,hotspot,,small_blue
L2038986,36.1237328,-81.2734222,Fort Hamby Park,hotspot,,small_blue
L387768,34.7032354,-76.6983032,Fort Macon SP,hotspot,,small_blue
L1317521,34.6937795,-76.6793346,Fort Macon SP--Beach,hotspot,,small_blue
L383125,35.3251048,-82.4487126,Four Seasons Marsh,hotspot,,small_blue
L623561,35.0733668,-80.8322096,Four-mile Creek Greenway,hotspot,,small_blue
L514993,35.3653958,-80.6219673,Frank Liske Park,hotspot,,small_blue
L1023295,35.6177444,-77.9201031,Frank Price Church Rd.,hotspot,,small_blue
L1758090,33.9203341,-78.0193511,Franklin Square Park,hotspot,,small_blue
L1298764,35.742776,-79.7001028,Franklinville Riverside Park,hotspot,,small_blue
L1060828,35.7920575,-78.6492348,Fred Fletcher Park,hotspot,,small_blue
L502848,35.1893821,-80.8450413,Freedom Park,hotspot,,small_blue
L520301,35.863874,-79.565177,"Freedom Park, Liberty",hotspot,,small_blue
L1592733,33.801111,-77.946944,Frying Pan Shoals Light Tower,hotspot,,small_blue
L832472,34.303426,-77.7504212,Futch Creek,hotspot,,small_blue
L974751,36.441447,-77.5313759,Garysburg Goose Ponds,hotspot,,small_blue
L1194836,35.1850329,-81.1362219,Gastonia Forestview High School,hotspot,,small_blue
L1822371,35.7579095,-81.3681613,Geitner Bikeway,hotspot,,small_blue
L525587,35.7654028,-81.3688083,Geitner-Rotary Park,hotspot,,small_blue
L451660,36.0290412,-79.9440765,Gibson Park,hotspot,,small_blue
L1295167,36.1264444,-81.6830965,Glen Burney Tr./New Year Creek,hotspot,,small_blue
L1244734,35.1396104,-77.0635958,Glenburnie Park,hotspot,,small_blue
L525591,35.7620778,-81.3555417,Glenn Hilton Memorial Park,hotspot,,small_blue
L853271,36.0526727,-78.8499284,Glennstone/Heron Rookery,hotspot,,small_blue
L676457,35.3338228,-77.9952049,Goldsboro Wastewater Treatment Plant,hotspot,,small_blue
L1137323,35.2677141,-76.6169357,Goose Creek,hotspot,,small_blue
L835859,35.4710859,-76.9103909,Goose Creek SP,hotspot,,small_blue
L973810,35.3014669,-76.5947056,Goose Creek Waterfowl Impoundments,hotspot,,small_blue
L1341755,35.2734577,-76.6111282,Goose Creek--Spring Creek Impoundment,hotspot,,small_blue
L899199,34.1457304,-78.0714977,Gordon Lewis Road & Boat Ramp,hotspot,,small_blue
L389216,35.095423,-82.975286,Gorges SP,hotspot,,small_blue
L1678482,35.0887017,-82.9610012,Gorges SP--Horsepasture River,hotspot,,small_blue
L899204,34.1396034,-78.0589181,Governors Road,hotspot,,small_blue
L440334,36.0961724,-81.8315578,Grandfather Mountain,hotspot,,small_blue
L2313702,36.0934755,-81.8305948,Grandfather Mountain SP--Nature Museum,hotspot,,small_blue
L655841,36.5077045,-76.4394379,Great Dismal Swamp NWR--Bull Blvd. Ditch,hotspot,,small_blue
L655537,36.5146031,-76.47892,Great Dismal Swamp NWR--Cross Canal Ditch,hotspot,,small_blue
L829152,36.5380536,-76.4679337,Great Dismal Swamp NWR--Forest Line Ditch,hotspot,,small_blue
L859563,36.4389267,-76.5160418,Great Dismal Swamp NWR--Fringe Marsh,hotspot,,small_blue
L655538,36.471753,-76.4589214,Great Dismal Swamp NWR--Insurance Ditch,hotspot,,small_blue
L655535,36.5278466,-76.5249252,Great Dismal Swamp NWR--Sherrill Ditch,hotspot,,small_blue
L846716,36.4728574,-76.4978027,Great Dismal Swamp NWR--Weyerhauser Ditch,hotspot,,small_blue
L1945539,34.6698262,-77.1570468,Great Neck Hill,hotspot,,small_blue
L1173110,35.6231517,-83.3961868,Great Smoky Mountains NP --Appalachian Trail (Newfound Gap--Boulevard Tr.,hotspot,,small_blue
L1566281,35.547728,-83.4915201,Great Smoky Mountains NP--Andrew's Bald Trail,hotspot,,small_blue
L1279741,35.5605423,-83.7420845,Great Smoky Mountains NP--Appalachian Trail (Russel Field--Spence) ,hotspot,,small_blue
L1595508,35.5679132,-83.1759868,Great Smoky Mountains NP--Balsam Mountain Campground,hotspot,,small_blue
L1571983,35.6417513,-83.0572264,Great Smoky Mountains NP--Cataloochee,hotspot,,small_blue
L787080,35.61084,-83.42509,Great Smoky Mountains NP--Charlie's Bunion Trail,hotspot,,small_blue
L741761,35.5569312,-83.4961581,Great Smoky Mountains NP--Clingman's Dome,hotspot,,small_blue
L836767,35.6040677,-83.449831,Great Smoky Mountains NP--Indian Springs Trail,hotspot,,small_blue
L1640875,35.5882027,-83.3631645,Great Smoky Mountains NP--Kephart Prong Trail,hotspot,,small_blue
L710760,35.5148322,-83.3026743,Great Smoky Mountains NP--Oconoluftee,hotspot,,small_blue
L608165,35.5594623,-83.3119011,Great Smoky Mountains NP--Smokemont,hotspot,,small_blue
L1476109,35.5499041,-83.3085557,Great Smoky Mountains NP--Smokemont Campground,hotspot,,small_blue
L336895,35.5767609,-83.3619055,"Great Smoky Mountains NP--Swain Co., NC",hotspot,,small_blue
L1666374,35.7818289,-77.0872879,Green Acres Family Campground,hotspot,,small_blue
L1519165,35.1435226,-80.9144577,Green Ridge Dr. Marsh,hotspot,,small_blue
L1741950,35.2746144,-82.3068894,Green River Game Lands--Green River Cove Trail,hotspot,,small_blue
L506738,34.0890613,-78.2933807,Green Swamp Preserve,hotspot,,small_blue
L358125,34.2072993,-77.9349732,Greenfield Lake,hotspot,,small_blue
L357304,34.2137541,-77.9444361,Greenfield Park & Gardens,hotspot,,small_blue
L393482,36.0901009,-79.8388052,Greensboro Bog Garden,hotspot,,small_blue
L2346127,36.1272859,-79.8368418,Greensboro Country Park,hotspot,,small_blue
L1048800,35.6901627,-78.7263536,Greenview Ponds,hotspot,,small_blue
L792246,35.6264831,-77.361517,Greenville- -River Park North,hotspot,,small_blue
L1259206,35.5823568,-77.1699858,Grimesland Ponds,hotspot,,small_blue
L882578,36.1321212,-79.8420238,Guilford Courthouse National Military Park,hotspot,,small_blue
L1244542,35.4085466,-76.2531424,Gull Rock Gameland,hotspot,,small_blue
L1855851,35.357878,-76.1103083,Gull Rock Gamelands,hotspot,,small_blue
L520309,35.9541438,-79.7318602,Hagan Stone Park,hotspot,,small_blue
L1009313,34.1765182,-77.9075718,Halyburton Park,hotspot,,small_blue
L2144446,36.0849161,-79.8632884,Hamilton Lakes Park,hotspot,,small_blue
L446367,34.6345497,-77.1374989,Hammocks Beach SP,hotspot,,small_blue
L280762,36.3923842,-80.2676319,Hanging Rock SP,hotspot,,small_blue
L1524991,35.3241048,-78.2720941,Harper House Rd.,hotspot,,small_blue
L998133,35.5739286,-78.9759429,Harris Lake -- Lower Ramp,hotspot,,small_blue
L998134,35.6078779,-78.9390818,Harris Lake -- Upper Ramp,hotspot,,small_blue
L387371,35.627861,-78.9274979,Harris Lake County Park,hotspot,,small_blue
L1832524,35.5834685,-78.9588363,Harris Lake--Bartley Holleman Rd.,hotspot,,small_blue
L1356966,35.2286526,-80.6887659,Harrisburg Rd. Park,hotspot,,small_blue
L1157949,36.091384,-80.3010893,Hathaway Park,hotspot,,small_blue
L660017,35.2904686,-75.5131531,Hatteras  Island (NCAS),hotspot,,small_blue
L1329063,35.1874132,-75.7659267,Hatteras Inlet,hotspot,,small_blue
L2276582,35.2023418,-75.7206488,Hatteras Inlet Peninsual--Sound side,hotspot,,small_blue
L1192916,35.208571,-75.7029033,Hatteras Marina,hotspot,,small_blue
L548893,34.9086455,-75.3057861,Hatteras Pelagic--Gulf Stream,hotspot,,small_blue
L2182016,35.0960915,-75.4074097,Hatteras Pelagic--nearshore waters,hotspot,,small_blue
L269277,35.1923976,-75.7463244,Hatteras Point,hotspot,,small_blue
L2200870,34.7691051,-75.1712036,"Hatteras pelagic (deep warm water, 30-50 nmi offshore)",hotspot,,small_blue
L862669,35.1956965,-75.7676852,Hatteras-Ocracoke Ferry,hotspot,,small_blue
L998137,35.7762641,-79.1472121,Haw River -- Bynum Dam,hotspot,,small_blue
L2202612,36.240812,-79.7670507,Haw River SP (Guilford Co.),hotspot,,small_blue
L470686,36.2525622,-79.7562146,Haw River SP (Rockingham Co),hotspot,,small_blue
L234178,35.7692029,-79.1385188,Haw Slopes State Natural Area,hotspot,,small_blue
L1220939,35.5326453,-83.1721687,Heintooga Ridge Rd.,hotspot,,small_blue
L579849,35.7244963,-78.7843323,Hemlock Bluffs Nature Preserve,hotspot,,small_blue
L901130,35.950399,-78.500472,Heritage Lake,hotspot,,small_blue
L984155,35.7566342,-81.3689142,Hickory City Park & Bikeway,hotspot,,small_blue
L1594292,35.2613459,-80.790448,Hidden Valley Ecological Park,hotspot,,small_blue
L1345016,36.005474,-79.9423195,High Point Lake,hotspot,,small_blue
L633377,35.6000287,-80.2341145,High Rock Dam,hotspot,,small_blue
L900790,35.6550646,-80.2949524,High Rock Lake,hotspot,,small_blue
L819232,35.6088129,-80.3085566,High Rock Lake--Dutch Second Creek Boat Access,hotspot,,small_blue
L905132,35.0541612,-83.1881976,Highlands Biological Station,hotspot,,small_blue
L1211012,34.9388594,-79.749155,Hinson Lake,hotspot,,small_blue
L450458,35.175719,-79.34417,Hobby Field/Ginnie Fields,hotspot,,small_blue
L1390808,36.0316965,-80.3052834,Hobby Park,hotspot,,small_blue
L1016805,35.2484229,-76.5568542,Hobucken 304/33 Marsh,hotspot,,small_blue
L1841780,35.2026172,-76.5789231,Hobucken Marsh,hotspot,,small_blue
L1447153,34.9070021,-77.396866,Hoffman Forest,hotspot,,small_blue
L972559,35.7716211,-78.8162184,Hoffman Lake,hotspot,,small_blue
L1253314,33.9153982,-78.2418394,Holden Beach,hotspot,,small_blue
L1609463,33.914051,-78.2694376,Holden Beach Island (south of the canal),hotspot,,small_blue
L1837850,33.9107651,-78.2965672,Holden Beach--Beachfront,hotspot,,small_blue
L1608743,33.9130537,-78.3023966,Holden Beach--Marsh 1,hotspot,,small_blue
L1609461,33.9119141,-78.3205068,Holden Beach--Marsh 2,hotspot,,small_blue
L1610644,33.9095059,-78.3420528,Holden Beach--Marsh 3,hotspot,,small_blue
L338409,34.4106822,-77.6589619,Holly Ridge WMA,hotspot,,small_blue
L469305,34.5484976,-77.8158349,Holly Shelter - Marina,hotspot,,small_blue
L599981,34.5285507,-77.7418327,"Holly Shelter Game Land--Lodge Rd, WMA",hotspot,,small_blue
L718180,34.4113,-77.6717091,Holly Shelter Game Land--Lodge Rd. Central,hotspot,,small_blue
L600057,34.5340129,-77.7144742,Holly Shelter Game Land--T Island Rd,hotspot,,small_blue
L1335613,35.4668067,-78.4057819,Holts Lake,hotspot,,small_blue
L1846835,35.9541934,-79.0615465,Homestead Park,hotspot,,small_blue
L606265,34.7025298,-76.7507029,Hoop Pole Creek  Natural Area,hotspot,,small_blue
L870227,35.3977086,-82.5444889,Hooper Lane,hotspot,,small_blue
L1344984,34.9784496,-78.9454843,Hope Mills Lake,hotspot,,small_blue
L1164172,35.8616087,-78.9840775,Hope Valley Experimental Forest,hotspot,,small_blue
L1359180,35.9416538,-79.0675413,Horace Williams Tract,hotspot,,small_blue
L1072309,36.2260482,-80.2318025,Horizons Park,hotspot,,small_blue
L1341989,35.8838006,-78.5366952,Horseshoe Farm Park,hotspot,,small_blue
L1884895,36.1441696,-78.8447773,Horton Grove Nature Preserve,hotspot,,small_blue
L388455,35.3705751,-78.2975006,Howell Woods Env. Learning Center,hotspot,,small_blue
L1354092,34.2052142,-77.8882895,Hugh MacRae Nature Trail,hotspot,,small_blue
L2207726,34.2076853,-77.8848696,Hugh MacRae Park,hotspot,,small_blue
L1532131,34.5165624,-79.285957,I-95 North NC Welcome Center,hotspot,,small_blue
L1328865,35.3813386,-80.9464073,IBA--Rural Hill Nature Preserve,hotspot,,small_blue
L998141,36.0236511,-78.9292542,Indian Trail Park,hotspot,,small_blue
L939344,35.6426759,-82.2564197,Inn on Mill Creek,hotspot,,small_blue
L1023995,35.7274577,-78.6775589,Inwood Rd.,hotspot,,small_blue
L1289304,35.0271449,-77.1363643,Island Creek Walk,hotspot,,small_blue
L733134,35.9105686,-76.1178303,J. Morgan Futch Game Land,hotspot,,small_blue
L2257273,35.8045002,-78.7006474,J.C. Raulston Arboretum,hotspot,,small_blue
L207852,35.3217702,-82.4483866,Jackson Park,hotspot,,small_blue
L1174420,34.7776911,-77.5514832,Jacksonville WTP,hotspot,,small_blue
L778822,35.1448364,-80.7662916,James Boyce Park,hotspot,,small_blue
L1334664,34.863807,-78.7273885,Jessups Mill Pond,hotspot,,small_blue
L302797,35.9619301,-75.6352962,Jockey's Ridge State Park,hotspot,,small_blue
L1050138,34.2132146,-77.7864314,Johnnie Mercer's Pier,hotspot,,small_blue
L1479026,35.793289,-81.676333,Johns River Access Area,hotspot,,small_blue
L930938,35.9947785,-79.049077,Johnston Mill Nature Preserve,hotspot,,small_blue
L1253780,34.6970257,-77.105999,Jones Island,hotspot,,small_blue
L1365758,34.678,-78.615,Jones Lake State Park,hotspot,,small_blue
L340685,35.70646,-79.034371,Jordan Lake,hotspot,,small_blue
L998157,35.8297971,-78.9637055,Jordan Lake -- 751 Bridge,hotspot,,small_blue
L864124,35.7954689,-79.0111399,Jordan Lake -- Fearrington Bridge,hotspot,,small_blue
L691807,35.8198837,-78.9676774,Jordan Lake SRA--Bald Eagle Observation Trail,hotspot,,small_blue
L691811,35.7988801,-79.0153348,Jordan Lake SRA--Farrington Point,hotspot,,small_blue
L691812,35.8184743,-79.027909,Jordan Lake SRA--Lystra Rd. Bridge,hotspot,,small_blue
L722957,35.689788,-79.0510941,Jordan Lake SRA--New Hope Overlook,hotspot,,small_blue
L811208,35.7236602,-79.0195084,Jordan Lake SRA--Poplar Point,hotspot,,small_blue
L781676,35.7251931,-79.0344214,Jordan Lake SRA--Seaforth,hotspot,,small_blue
L988146,35.7913613,-78.999939,Jordan Lake--Audubon Platform,hotspot,,small_blue
L651593,35.6542495,-79.0678176,Jordan Lake--B. Everett Jordan Dam,hotspot,,small_blue
L508479,35.8125931,-79.0428543,Jordan Lake--Big Woods Rd.,hotspot,,small_blue
L619883,35.7081198,-79.0276623,Jordan Lake--Ebenezer Point,hotspot,,small_blue
L1271011,35.7597282,-78.9835453,Jordan Lake--Horton Pond Rd.,hotspot,,small_blue
L614775,35.7440741,-79.0084362,Jordan Lake--Marina,hotspot,,small_blue
L1055084,35.7891682,-79.0058827,Jordan Lake--Marthas Chapel Pulloff,hotspot,,small_blue
L781675,35.7826407,-79.032957,Jordan Lake--Model Plane Field,hotspot,,small_blue
L782459,35.8339584,-79.0006256,Jordan Lake--Morgan Creek Mudflats,hotspot,,small_blue
L453528,35.8524587,-78.975563,Jordan Lake--New Hope Mudflats,hotspot,,small_blue
L2132359,35.8315577,-78.9529037,Jordan Lake--Northeast Creek Marshes,hotspot,,small_blue
L798577,35.7435864,-79.0426826,Jordan Lake--Parker's Creek,hotspot,,small_blue
L1748030,35.64247,-79.084862,Jordan Lake--Poe's Ridge,hotspot,,small_blue
L1164173,35.7753444,-79.0422406,Jordan Lake--State Educational Forest,hotspot,,small_blue
L615113,35.7039035,-79.0467569,Jordan Lake--Vista Point,hotspot,,small_blue
L2334996,35.701458,-82.04662,Jospeh McDowell Historical Catawba Greenway,hotspot,,small_blue
L738309,35.3781335,-83.9636993,Joyce Kilmer Memorial Forest,hotspot,,small_blue
L770359,36.1398156,-81.7281961,Julian Price Memorial Park,hotspot,,small_blue
L1048254,36.1369112,-81.7340927,Julian Price Memorial Park--Price Lake,hotspot,,small_blue
L1626964,35.7446048,-79.6762535,Kermit G. Pell Water-based Recreation Facility,hotspot,,small_blue
L1847435,36.0923748,-80.1363975,Kernersville Rd. Vulture Roost Tower,hotspot,,small_blue
L974407,36.4581547,-78.3620453,Kerr Lake SRA,hotspot,,small_blue
L1248893,36.534587,-78.3445358,Kerr Lake SRA--Henderson Point,hotspot,,small_blue
L1543882,36.5352263,-78.3124482,Kerr Lake SRA--Kimball Point,hotspot,,small_blue
L1043699,35.7612355,-78.7975502,Kildaire Farms Lake,hotspot,,small_blue
L773347,36.0257787,-75.6649017,Kill Devil Hills Beach,hotspot,,small_blue
L1347687,35.3854013,-80.984179,Killian Rd. Canoe Access,hotspot,,small_blue
L1131403,35.320973,-80.7307792,Kirk Field Wetland,hotspot,,small_blue
L1767780,35.5585546,-80.9625435,Kiser Island Rd. and Causeway,hotspot,,small_blue
L1060512,36.0652699,-75.6888099,Kitty Hawk Beach,hotspot,,small_blue
L1063656,36.0552402,-75.69417,Kitty Hawk Windgrass Circle Walking Trail,hotspot,,small_blue
L1486404,36.0870775,-75.73409,Kitty Hawk Woods Coastal Reserve,hotspot,,small_blue
L994556,36.0922596,-75.7255733,Kitty Hawk Woods Coastal Reserve--Birch LaneTrail,hotspot,,small_blue
L994551,36.0643644,-75.72258,Kitty Hawk Woods Coastal Reserve--Paddle Trail,hotspot,,small_blue
L1500554,36.0757622,-75.7353374,Kitty Hawk Woods Coastal Reserve--Ridge Rd. Access,hotspot,,small_blue
L836545,36.1378227,-78.7985373,Knapp of Reeds Waterfowl Impoundment,hotspot,,small_blue
L1793718,35.9974328,-78.9410203,Krzyzewskiville,hotspot,,small_blue
L487089,33.9973424,-77.9034841,Kure Beach Pier,hotspot,,small_blue
L791377,33.9747019,-77.9137771,Kure Beach--Public Access,hotspot,,small_blue
L821557,35.3419447,-80.6800747,LMS--Moorehead Rd Field,hotspot,,small_blue
L1048261,35.3381919,-82.2039342,Lake Adger,hotspot,,small_blue
L683804,35.6663618,-78.6353302,Lake Benson,hotspot,,small_blue
L1471163,35.8559929,-78.8834274,Lake Betz,hotspot,,small_blue
L1257632,36.1482716,-79.8540401,Lake Brandt--Horsepasture Creek Mudflats,hotspot,,small_blue
L818538,36.1677966,-79.8382151,Lake Brandt--Marina,hotspot,,small_blue
L2119035,36.1929969,-79.4065619,Lake Cammack--Boat Launch,hotspot,,small_blue
L1174386,35.0102657,-83.7883072,Lake Chatuge,hotspot,,small_blue
L303621,35.8419736,-78.7977126,Lake Crabtree County Park,hotspot,,small_blue
L2205740,35.8332876,-78.8107185,Lake Crabtree Nature Trail--Southport Entrance,hotspot,,small_blue
L2317765,36.0796648,-79.807654,Lake Daniel Park,hotspot,,small_blue
L1233922,36.5170128,-77.9867935,Lake Gaston,hotspot,,small_blue
L1795726,36.5035076,-77.8116989,Lake Gaston--Dam,hotspot,,small_blue
L231610,35.8150988,-81.2305069,Lake Hickory - Dusty Ridge Access Area,hotspot,,small_blue
L231605,35.8188434,-81.1959991,Lake Hickory - Oxford Access Area,hotspot,,small_blue
L638647,35.8038922,-81.3041496,Lake Hickory--Cat-Ax River Bridge,hotspot,,small_blue
L1335130,35.7965431,-81.3474983,Lake Hickory--Lovelady Access Area,hotspot,,small_blue
L1646388,35.8269719,-81.2040683,Lake Hickory--Taylorsville Beach Marina,hotspot,,small_blue
L1336855,35.8041037,-81.3113564,Lake Hickory--Wittenburg Access,hotspot,,small_blue
L1049595,36.1678901,-79.8843813,Lake Higgins,hotspot,,small_blue
L435309,35.7250886,-81.9872332,Lake James Inlet,hotspot,,small_blue
L1048817,35.7547318,-81.8850517,Lake James SP,hotspot,,small_blue
L1491619,35.740209,-81.884109,Lake James SP--Canal Bridge Access Area,hotspot,,small_blue
L1657683,35.7312852,-81.9030398,Lake James SP--Catawba River Area,hotspot,,small_blue
L1491681,35.750829,-81.892505,Lake James SP--Paddy's Creek Access,hotspot,,small_blue
L715946,35.7593811,-78.7167192,Lake Johnson Park,hotspot,,small_blue
L140554,35.4794464,-82.538002,Lake Julian Park,hotspot,,small_blue
L248876,35.5278203,-82.9753536,Lake Junaluska,hotspot,,small_blue
L1276826,35.689221,-82.5698519,Lake Louise,hotspot,,small_blue
L1029548,35.735087,-79.8778152,Lake Lucas,hotspot,,small_blue
L499843,35.4338199,-82.2285461,Lake Lure,hotspot,,small_blue
L616540,35.8775063,-78.6973,Lake Lynn,hotspot,,small_blue
L992423,35.8878766,-78.6984801,Lake Lynn Park,hotspot,,small_blue
L521974,36.0416039,-79.5257378,Lake Mackintosh,hotspot,,small_blue
L190061,35.459785,-76.19871,Lake Mattamuskeet NWR,hotspot,,small_blue
L853905,35.4677306,-76.1759377,Lake Mattamuskeet NWR--Canal Road,hotspot,,small_blue
L365516,35.486973,-76.21377,Lake Mattamuskeet NWR--Causeway,hotspot,,small_blue
L1419876,35.4569621,-76.1950838,Lake Mattamuskeet NWR--Headquarters Rd,hotspot,,small_blue
L791929,35.5053302,-76.0678768,Lake Mattamuskeet NWR--Lake Landing Impoundments,hotspot,,small_blue
L1419919,35.4524568,-76.1765195,Lake Mattamuskeet NWR--New Holland Walking Trail,hotspot,,small_blue
L2092530,35.4784252,-76.1231518,Lake Mattamuskeet NWR--Wildlife Dr. East End Pond,hotspot,,small_blue
L195402,35.468361,-76.1490664,Lake Mattamuskeet NWR--Wildlife Drive,hotspot,,small_blue
L1419888,35.4513853,-76.1998865,Lake Mattamuskeet NWR--Wildlife Drive West,hotspot,,small_blue
L1346852,35.4761937,-76.3267511,Lake Mattamuskeet--Rose Bay Canal,hotspot,,small_blue
L964127,33.8886219,-78.5288465,Lake Medcalf,hotspot,,small_blue
L1350975,36.15896,-78.8258619,Lake Michie,hotspot,,small_blue
L503273,35.4858337,-80.9355927,Lake Norman (Mecklenburg Co.),hotspot,,small_blue
L1446443,35.6678622,-80.9403648,Lake Norman SP,hotspot,,small_blue
L1244553,35.4357314,-80.9584122,Lake Norman--Cowans Ford Dam,hotspot,,small_blue
L1335159,35.5123353,-80.858173,Lake Norman--Davidson Creek,hotspot,,small_blue
L1363696,35.4366577,-80.947565,Lake Norman--Energy Explorium viewing area,hotspot,,small_blue
L1621039,35.5834341,-81.0024955,Lake Norman--Mountain Creek arm,hotspot,,small_blue
L998144,36.1512379,-79.1484003,Lake Orange,hotspot,,small_blue
L1287709,35.4824091,-82.6256418,Lake Powhatan,hotspot,,small_blue
L876033,35.7667941,-78.6778808,Lake Raleigh,hotspot,,small_blue
L1244588,35.7727469,-81.4405975,Lake Rhodhiss,hotspot,,small_blue
L1336097,35.7840963,-81.483838,Lake Rhodhiss--Conley Creek Access Area,hotspot,,small_blue
L1452874,35.7747038,-81.4377953,Lake Rhodhiss--Lakeside Park/Tater Hole Access Area,hotspot,,small_blue
L1238652,35.2259008,-82.4164295,Lake Summit,hotspot,,small_blue
L1174469,35.2337929,-79.1896706,Lake Surf,hotspot,,small_blue
L358122,34.2956752,-77.98998,Lake Sutton,hotspot,,small_blue
L1048201,35.7256391,-82.0843935,Lake Tahoma,hotspot,,small_blue
L1174437,35.2318369,-80.0873337,Lake Tillery,hotspot,,small_blue
L612338,35.620701,-82.3292685,Lake Tomahawk,hotspot,,small_blue
L616215,36.1667399,-79.7755265,Lake Townsend,hotspot,,small_blue
L1347251,36.1752245,-79.8071663,Lake Townsend--Plainfield Marsh,hotspot,,small_blue
L1359217,36.1942823,-79.7640045,Lake Townsend--Yanceyville Rd. marsh,hotspot,,small_blue
L1243042,35.1339952,-82.9392757,Lake Toxaway,hotspot,,small_blue
L1403498,35.0349442,-80.4822617,Lake Twitty,hotspot,,small_blue
L713961,34.2904101,-78.5098457,Lake Waccamaw SP,hotspot,,small_blue
L974269,35.1496701,-82.7670479,Lake Wanteska,hotspot,,small_blue
L420806,35.694774,-78.696899,Lake Wheeler,hotspot,,small_blue
L998145,35.7022234,-78.7274137,Lake Wheeler marshes,hotspot,,small_blue
L1756136,35.7955279,-77.9279497,Lake Wilson,hotspot,,small_blue
L502669,35.2082139,-80.8476162,Latta Park,hotspot,,small_blue
