region|site_num|group_name|site_name|affiliation|lat_dd|lon_dd|site_id|grp_file|slug
Mountain|2|Central Foothills|Mountain Gateway Museum|NC Department of Cultural Resource|35.62777778|-82.18055556|224||mountain-gateway-museum
Coastal|6b|New Hanover|NC Aquarium at Fort Fisher|NC Division of Environment and Natural Resources|33.96277777|-77.92694444|74||nc-aquarium-at-fort-fisher
Coastal|1|East Carteret|NC Aquarium at Pine Knoll Shores & T. Roosevelt State Natural Area|NC Aquariums, NC State Parks|34.69916667|-76.82888888|75||nc-aquarium-at-pine-knoll-shores-and-t-roosevelt-state-natural-area
Piedmont|1|Uwharrie|NC Zoological Park|NC Department of Environment and Natural Resources|35.63027778|-79.76611111|182||nc-zoological-park
Mountain|1|Nantahala|Needmore Game Land|NC Wildlife Resources Commission|35.32583333|-83.5225|261||needmore-game-land
Mountain|6|New River|New River State Park|NC State Parks|36.45611111|-81.33694444|272||new-river-state-park
Piedmont|9|Northeast Piedmont|Newell Farms|Frank Newell|36.38472222|-78.17277778|181||newell-farms
Mountain|4|Southern Foothills|Norman Wilder Forest|Pacolet Area Conservancy|35.22444444|-82.27388889|296||norman-wilder-forest
Mountain|5|French Broad|North Carolina Arboretum|University of North Carolina|35.49805556|-82.60888889|240||north-carolina-arboretum
Mountain|6|French Broad|North Mills River|Pisgah National Forest|35.40555556|-82.64194444|241||north-mills-river
Coastal|4|Northeast|North River Game Land|NC Wildlife Resources Commission|36.26972|-76.02944001|76||north-river-game-land
Coastal|3|I-95 Corridor North|Northampton County Nature Trail|Northampton County Cooperative Extension|36.41388888|-77.43583334|77||northampton-county-nature-trail
Piedmont|5|Orange-Durham|Occoneechee Mountain State Natural Area|NC State Parks|36.06055556|-79.11694444|183||occoneechee-mountain-state-natural-area
Mountain|3|Cherokee|Oconaluftee Indian Village Botanical Garden|Eastern Band of Cherokee Indian|35.48722222|-83.32305556|229||oconaluftee-indian-village-botanical-garden
Mountain|4|Cherokee|Oconaluftee Island Park|Eastern Band of Cherokee Indian|35.47916667|-83.32027778|230||oconaluftee-island-park
Mountain|2|Cherokee|Oconaluftee Visitor Center|Great Smoky Mountains National Park|35.51388889|-83.30611111|231||oconaluftee-visitor-center
Coastal|6|Onslow Bight|Onslow County Cow Horn - New River Paddle Trail|Onslow County Parks and Recreation Department|34.89416667|-77.5125|78||onslow-county-cow-horn-new-river-paddle-trail
Coastal|8|Onslow Bight|Onslow County Public Beach Access #2|Onslow County Parks and Recreation Department|34.46083333|-77.485|79||onslow-county-public-beach-access-2
Coastal|3|Southeast|Orton Plantation Gardens|David Sprunt|34.04527779|-77.94888888|80||orton-plantation-gardens
Coastal|6a|Northeast|Outer Banks Center for Wildlife Education|NC Wildlife Resources Commission|36.37472222|-75.83055556|330||outer-banks-center-for-wildlife-education
Mountain|8|Nantahala|Padgett Poplar Tree Trail|Nantahala National Forest|35.04472222|-83.17583333|262||padgett-poplar-tree-trail
Coastal|5|Albemarle Peninsula|Palmetto-Peartree Preserve|The Conservation Fund|35.98805555|-76.13416666|82||palmetto-peartree-preserve
Coastal|2|Onslow Bight|Patsy Pond Nature Trail|NC Coastal Federation (manager), USDA Forest Service (property owner)|34.71861111|-76.96361111|83||patsy-pond-nature-trail
Coastal|5|Outer Banks|Pea Island National Wildlife Refuge|US Fish and Wildlife Service|35.7161111|-75.49361112|331||pea-island-national-wildlife-refuge
Mountain|3|Southern Foothills|Pearson's Falls|Tryon Garden Club, Inc.|35.215|-82.33583333|297||pearsons-falls
Piedmont|4|Pee Dee|Pee Dee Game Land - Blewett Falls|Progress Energy (owner); NC Wildlife Resources Commission (manager)|34.99083333|-79.87666667|185||pee-dee-game-land-blewett-falls
Piedmont|2|Pee Dee|Pee Dee National Wildlife Refuge|US Fish & Wildlife Service|35.0575|-80.09361111|184||pee-dee-national-wildlife-refuge
Coastal|2|Albemarle Peninsula|Pettigrew State Park|NC State Parks|35.79055555|-76.40638889|332||pettigrew-state-park
Piedmont|7|Central Piedmont|Piedmont Environmental Centerl of High Point|City of High Point|36.00388889|-79.95416667|186||piedmont-environmental-centerl-of-high-point
Piedmont|6|Northwest Piedmont|Pilot Mountain State Park|NC State Parks|36.34027778|-80.48|187||pilot-mountain-state-park
Mountain|3|Pisgah|Pink Beds|Pisgah National Forest|35.35305556|-82.77944444|286||pink-beds
Mountain|4|Pisgah|Pisgah Center for Wildlife Education|NC Wildlife Resources Commission|35.28416667|-82.79166667|287||pisgah-center-for-wildlife-education
Mountain|1|Pisgah|Pisgah Ridge|Blue Ridge Parkway|35.40083333|-82.75416667|288||pisgah-ridge
Coastal|1|Albemarle Peninsula|Pocosin Lakes National Wildlife Refuge|US Fish and Wildlife Service|35.77305556|-76.52666667|333||pocosin-lakes-national-wildlife-refuge
Piedmont|5|Greater Raleigh|Prairie Ridge Ecostation for Wildlife & Learning|NC State Museum of Natural Sciences|35.81166667|-78.71333333|188||prairie-ridge-ecostation-for-wildlife-and-learning
Mountain|2|Nantahala|Queen Branch|The Land Trust for the Little Tennessee|35.28361111|-83.46694444|263||queen-branch
Coastal|5|East Carteret|Rachel Carson National Estuarine Research Reserve|NC Coastal Reserve|34.71472223|-76.66777778|87||rachel-carson-national-estuarine-research-reserve
Piedmont|5|Sandhills|Raft Swamp Farms|Louie and Jackie Hough|34.90388889|-79.21166667|189||raft-swamp-farms
Coastal|7|Roanoke|Rail Switch Nature Trail|Town of Plymouth|35.86916666|-76.74416666|88||rail-switch-nature-trail
Mountain|5|Nantahala|Ranger Falls Trail|Nantahala National Forest|35.08583333|-83.2175|264||ranger-falls-trail
Piedmont|2|Lee-Harnett|Raven Rock State Park|NC State Parks|35.46027778|-78.91305556|190||raven-rock-state-park
Piedmont|3|Greater Charlotte East|Reedy Creek Nature Preserve|Mecklenburg County Park and Recreation Department|35.26222222|-80.72|191||reedy-creek-nature-preserve
Coastal|3|Northeast|Regional Fitness Trail|College of the Albemarle and Albemarle Hospital|36.32555556|-76.21805557|334||regional-fitness-trail
Piedmont|3|Northwest Piedmont|Reynolda Gardens of Wake Forest University|Wake Forest University|36.12722222|-80.28444444|192||reynolda-gardens-of-wake-forest-university
Mountain|3|Central Blue Ridge Parkway|Ridge Junction Overlook|Blue Ridge Parkway|35.71722222|-82.27861111|218||ridge-junction-overlook
Coastal|3|Central Coastal Plain|River Park North|City of Greenville|35.62861111|-77.36027777|90||river-park-north
Mountain|1|Catawba Valley|Riverbend Park|Catawba County|35.82|-81.1875|209||riverbend-park
Mountain|5|Cherokee|Riverwalk at Riverbend|Eastern Band of Cherokee Indian|35.47555556|-83.31916667|232||riverwalk-at-riverbend
Coastal|1|I-95 Corridor North|Roanoke Canal Trail and Museum|Roanoke Canal Trail and Museum|36.47444445|-77.64805557|92||roanoke-canal-trail-and-museum
Coastal|2|Outer Banks|Roanoke Island Marsh Game Land|NC Wildlife Resources Commission|35.88388889|-75.65833334|93||roanoke-island-marsh-game-land
Coastal|3|Roanoke|Roanoke River National Wildlife Refuge - The Kuralt Trail|US Fish and Wildlife Service|35.86500001|-77.03583334|94||roanoke-river-national-wildlife-refuge-the-kuralt-trail
Coastal|4|Roanoke|Roanoke River Paddle Trail - Cashie River, Broad Creek|Roanoke River Partners|35.99194445|-76.94305556|98||roanoke-river-paddle-trail-cashie-river-broad-creek
Coastal|8|Roanoke|Roanoke River Paddle Trail - Conaby Creek|Roanoke River Partners|35.89555555|-76.705|95||roanoke-river-paddle-trail-conaby-creek
Coastal|2|Roanoke|Roanoke River Paddle Trail - Mainstem Roanoke, Devil's Gut, Gardner Creek, Broad Creek, Cow Creek|Roanoke River Partners|35.85916667|-77.03916668|96||roanoke-river-paddle-trail-mainstem-roanoke-devils-gut-gardner-creek-broad-creek-cow-creek
Coastal|2|I-95 Corridor North|Roanoke River Paddle Trail - Weldon to US 258 Bridge|Contact: Roanoke River Partners|36.42722222|-77.59111111|97||roanoke-river-paddle-trail-weldon-to-us-258-bridge
Piedmont|1|Northwest Piedmont|Salem Lake, Salem Lake Greenway, and Civitan Park|Winston-Salem Parks and Recreation Department|36.09472222|-80.19305556|193||salem-lake-salem-lake-greenway-and-civitan-park
Piedmont|10|Sandhills|Sandhills Game Land|NC Wildlife Resources Commission|35.00805556|-79.62472222|194||sandhills-game-land
Mountain|1|French Broad|Sandy Mush Game Land|NC Wildlife Resources Commission|35.71916667|-82.67111111|242||sandy-mush-game-land
Piedmont|3|Lee-Harnett|San-Lee Environmental Education and Recreation Park|Lee County Parks and Recreation|35.48277778|-79.12638889|195||san-lee-environmental-education-and-recreation-park
Piedmont|4|Greater Raleigh|Schenck Forest|NC State University, College of Natural Resources|35.81611111|-78.72027778|196||schenck-forest
Coastal|4|Albemarle Peninsula|Scuppernong River Interpretive Trail|US Fish and Wildlife Service and The Partnership for the Sounds|35.91527778|-76.25333334|99||scuppernong-river-interpretive-trail
Coastal|2|Southern Outer Banks|Seabirding Pelagic Trips|Brian Patteson|35.20916667|-75.70166666|335||seabirding-pelagic-trips
Mountain|1|New River|Shady Grove Gardens at the Peak|Brent Cochran and Susan Wright|36.41027778|-81.65194444|273||shady-grove-gardens-at-the-peak
Coastal|4|Bay Lakes|Singletary Lake State Park|NC State Parks|34.58722223|-78.44750001|101||singletary-lake-state-park
Mountain|3|Southwest Mountains|Snowbird Mountain Lodge|Robert Rankin|35.31916667|-83.86222222|304||snowbird-mountain-lodge
Mountain|7|Central Foothills|South Mountains Game Land|NC Wildlife Resources Commission|35.56583333|-81.72222222|225||south-mountains-game-land
Mountain|8|Central Foothills|South Mountains State Park|NC State Parks|35.6025|-81.62833333|226||south-mountains-state-park
Mountain|6|Haywood County|Southern Great Balsam Mountains||35.35972222|-82.98666667|256||southern-great-balsam-mountains
Coastal|5|Southeast|Southport Riverwalk|City of Southport|33.91722222|-78.01777778|91||southport-riverwalk
Mountain|3|Roan Mountain|Spruce Pine Riverside Park|Town of Spruce Pine|35.91388889|-82.07|291||spruce-pine-riverside-park
Mountain|1|Southwest Mountains|Stecoah Gap|Nantahala National Forest|35.35777778|-83.71861111|305||stecoah-gap
Coastal|4|Central Coastal Plain|Stewart Parkway Riverwalk and Boardwalk|NC Estuarium|35.53972222|-77.05388889|102||stewart-parkway-riverwalk-and-boardwalk
Mountain|4|Northern Blue Ridge Parkway|Stone Mountain State Park|NC State Parks|36.37944444|-81.02555556|277||stone-mountain-state-park
Coastal|7|Onslow Bight|Stump Sound Park|Onslow County Parks and Recreation Department|34.54916668|-77.44999999|103||stump-sound-park
Coastal|1|Bay Lakes|Suggs Mill Pond Game Land|NC Wildlife Resources Commission|34.80722223|-78.65138889|104||suggs-mill-pond-game-land
Coastal|10|Southeast|Sunset Beach Island|Town of Sunset Beach|33.86833333|-78.50694444|105||sunset-beach-island
Mountain|7|Nantahala|Sunset Rock Trail|Highlands-Cashiers Land Trust, Town of Highlands|35.05194444|-83.18805556|265||sunset-rock-trail
Coastal|9|Albemarle Peninsula|Swanquarter National Wildlife Refuge|US Fish and Wildlife Service|35.44305556|-76.37638889|106||swanquarter-national-wildlife-refuge
Piedmont|12|Greater Raleigh|Swift Creek Bluffs|Triangle Land Conservancy|35.7175|-78.75305556|197||swift-creek-bluffs
Mountain|3|Grandfather Corridor|Tanawha Trail/ Grandfather Corridor|Blue Ridge Parkway|36.08444444|-81.82972222|251||tanawha-trail-grandfather-corridor
Piedmont|5|Northwest Piedmont|Tanglewood Park & Arboretum|Forsyth County|36.00305556|-80.40666667|198||tanglewood-park-and-arboretum
Coastal|4|I-95 Corridor North|Tar River Trail|City of Rocky Mount Parks & Recreation Department|35.95166666|-77.81861112|107||tar-river-trail
Mountain|4|Nantahala|Tessentee Bottomland Preserve|The Land Trust for the Little Tennessee|35.06861111|-83.37972222|266||tessentee-bottomland-preserve
Piedmont|4|Central Piedmont|The Bog Garden|Greensboro Parks & Recreation Department|36.09111111|-79.84|12||the-bog-garden
Coastal|1|Outer Banks|The Elizabethan Gardens|The Elizabethan Gardens|35.93694445|-75.71138889|108||the-elizabethan-gardens
Mountain|5|Northern Blue Ridge Parkway|Thurmond Chatham Game Land|NC Wildlife Resources Commission|36.37944444|-81.16638889|278||thurmond-chatham-game-land
Piedmont|3|Pee Dee|Town Creek Indian Mound State Historic Site|NC Department of Cultural Resources|35.18472222|-79.93166667|199||town-creek-indian-mound-state-historic-site
Coastal|6|Tri-County|Upper Perquimans River Paddle Trail|Town of Hertford|36.26833333|-76.54499999|109||upper-perquimans-river-paddle-trail
Piedmont|5|Uwharrie|Uwharrie National Forest - Badin Lake Recreation Area|USDA Forest Service|35.44777778|-80.07777778|200||uwharrie-national-forest-badin-lake-recreation-area
Piedmont|2|Uwharrie|Uwharrie National Forest - Birkhead Wilderness Area|USDA Forest Service|35.61805556|-79.94916667|201||uwharrie-national-forest-birkhead-wilderness-area
Piedmont|3|Uwharrie|Uwharrie National Forest - Densons Creek Nature Trail|USDA Forest Service|35.36138889|-79.86333333|202||uwharrie-national-forest-densons-creek-nature-trail
Piedmont|4|Uwharrie|Uwharrie National Forest - Uwharrie National Recreational Trail|USDA Forest Service|35.31277778|-80.04888889|203||uwharrie-national-forest-uwharrie-national-recreational-trail
Mountain|4|Watauga County|Valle Crucis Community Park|Valle Crucis Community Park, Inc.|36.20777778|-81.77027778|310||valle-crucis-community-park
Coastal|9|Roanoke|Van Swamp Game Land|NC Wildlife Resources Commission|35.69444445|-76.7725|336||van-swamp-game-land
Piedmont|1|Northeast Piedmont|Vance Game Land - Crooked Run Wildlife Management Area|US Army Corps of Engineers (managed by NC Wildlife Resources Commission)|36.38944444|-78.4175|125||vance-game-land-crooked-run-wildlife-management-area
Mountain|2|Northern Foothills|W. Kerr Scott Reservoir|US Army Corps of Engineers|36.12194444|-81.24916667|280||w-kerr-scott-reservoir
Mountain|4|Haywood County|Waterrock Knob|Blue Ridge Parkway|35.45972222|-83.14111111|257||waterrock-knob
Mountain|5|Southern Foothills|Weaverbarton Shuford Memorial Wildlife Sanctuary|Pacolet Area Conservancy|35.23916667|-82.20888889|298||weaverbarton-shuford-memorial-wildlife-sanctuary
Coastal|1|Lower Neuse|Weyerhaeuser's Cool Springs Environmental Education Center|Weyerhaeuser Company|35.18916667|-77.08611112|111||weyerhaeusers-cool-springs-environmental-education-center
Piedmont|9|Sandhills|Weymouth Woods Sandhills Nature Preserve|NC State Parks|35.14694444|-79.36888889|204||weymouth-woods-sandhills-nature-preserve
Mountain|3|Northern Foothills|Whippoorwill Academy and Village|Edith Carter|36.08388889|-81.37333333|281||whippoorwill-academy-and-village
Piedmont|7|Jordan Lake|White Pines Nature Preserve|Triangle Land Conservancy|35.61444444|-79.15694444|337||white-pines-nature-preserve
Mountain|9|Nantahala|Whiteside Mountain|Nantahala National Forest|35.08055556|-83.14361111|267||whiteside-mountain
Piedmont|2|Greater Raleigh|William B. Umstead State Park|NC State Parks|35.88027778|-78.75777778|338||william-b-umstead-state-park
Mountain|1|Northern Foothills|Yadkin River Greenway|Yadkin River Greenway Council|36.15361111|-81.15888889|282||yadkin-river-greenway
Mountain|1|Roan Mountain|Yellow Mountain Gap|Pisgah National Forest|36.11666667|-82.04861111|292||yellow-mountain-gap
Coastal|6d|New Hanover|Zeke's Island National Estuarine Research Reserve|NC Coastal Reserve|33.95916666|-77.9413889|112||zekes-island-national-estuarine-research-reserve
Coastal|7|New Hanover|Oakdale Cemetary|The Oakdale Cemetery|34.24388889|-77.93111111|339||oakdale-cemetary
Coastal|5|Western Coastal Plain|Old Waynesborough Historical Village|Old Waynesborough Commission|35.3757143|-78.0128424|340||old-waynesborough-historical-village
Coastal|8|New Hanover|Smith Creek Park|New Hanover County Parks & Gardens|34.28458333|-77.85461111|341||smith-creek-park
Coastal|5|I-95 Corridor North|Sylvan Heights Waterfowl Park|Sylvan Heights Waterfowl Park|36.14522222|-77.41430556|342||sylvan-heights-waterfowl-park
Coastal|6|Bay Lakes|Turnbull Creek Educational State Forest|NC Forest Service|31.68941389|-78.59004167|343||turnbull-creek-educational-state-forest
Coastal|6|I-95 Corridor North|Wilson Botanical Gardens|North Carolina Cooperative Extension|35.70666667|-77.92694444|344||wilson-botanical-gardens
Mountain|7|Pisgah|Brevard Hike and Bike Path including Hospital Fields|Transylvania County, City of Brevard, Pisgah Ranger District, Transylvania Community Hospital|35.25666667|-82.70555556|345||brevard-hike-and-bike-path-including-hospital-fields
Mountain|7|Haywood County|Cataloochee Ranch|Cataloochee Ranch|35.55014|-83.09231|346||cataloochee-ranch
Mountain|8|Pisgah|Cradle of Forestry in America|USDA Forest Service|35.35055556|-82.77861111|347||cradle-of-forestry-in-america
Mountain|11|Nantahala|High Hampton Inn and Country Club |Will KcKee|35.09855|-83.08628|348||high-hampton-inn-and-country-club-
Mountain|9|French Broad|Richmond Hill Park|City of Asheville|35.61804722|-82.58889722|349||richmond-hill-park
Piedmont|15|Greater Raleigh|Crowder District Park|Wake County Parks, Recreation and Open Space|35.694004|-78.76533|350||crowder-district-park
Piedmont|8|Falls Lake|Falls Lake Tailrace Fishing Area|US Army Corps of Engineers|35.94|-78.5807|351||falls-lake-tailrace-fishing-area
Piedmont|8|Jordan Lake|Lake Jordan Dam and Visitor Assistance Center|US Army Corps of Engineers|35.65415|-79.0704|352||lake-jordan-dam-and-visitor-assistance-center
Piedmont|4|Rockingham County|Mayo River State Park|NC State Parks|36.43|-79.95083333|353||mayo-river-state-park
Piedmont|8|Northwest Piedmont|Mitchell's Nursery & Greenhouse |James and Judy Mitchell|36.298802|-80.389456|354||mitchells-nursery-and-greenhouse-
Piedmont|9|Northwest Piedmont|Sander's Ridge (Winery & Restaurant) |Neil A. Shore|36.197239|-80.666903|355||sanders-ridge-winery-and-restaurant-
Piedmont|8|Greater Charlotte East|West Branch Wetland Nature Preserve and West Branch Greenway|Mecklenburg County Parks and Recreation|35.464445|-80.779381|356||west-branch-wetland-nature-preserve-and-west-branch-greenway
Piedmont|16|Greater Raleigh|White Deer Park|Town of Garner|35.68055556|-78.6275|357||white-deer-park
