birdID,siteNumber,commonName,scientificName,spring,summer,fall,winter,comment
51121,316,Cedar Waxwing,Bombycilla cedrorum,4,3,2,4,NULL
51120,316,American Pipit,Anthus rubescens,3,NULL,3,3,NULL
51119,316,European Starling,Sturnus vulgaris,4,4,4,4,NULL
51118,316,Brown Thrasher,Toxostoma rufum,4,4,4,4,NULL
51117,316,Northern Mockingbird,Mimus polyglottos,5,5,5,5,NULL
51116,316,Gray Catbird,Dumetella carolinensis,5,5,5,4,NULL
51115,316,American Robin,Turdus migratorius,2,1,4,4,NULL
51114,316,Wood Thrush,Hylocichla mustelina,3,NULL,2,NULL,NULL
51113,316,Hermit Thrush,Catharus guttatus,3,NULL,2,2,NULL
51112,316,Swainson's Thrush,Catharus ustulatus,3,NULL,2,NULL,NULL
51111,316,Gray-cheeked Thrush,Catharus minimus,3,NULL,2,NULL,NULL
51110,316,Veery,Catharus fuscescens,3,NULL,2,NULL,NULL
51109,316,Eastern Bluebird,Sialia sialis,1,NULL,1,NULL,NULL
51108,316,Blue-gray Gnatcatcher,Polioptila caerulea,2,NULL,3,NULL,NULL
51107,316,Ruby-crowned Kinglet,Regulus calendula,3,NULL,2,2,NULL
51106,316,Golden-crowned Kinglet,Regulus satrapa,3,NULL,4,2,NULL
51105,316,Marsh Wren,Cistothorus palustris,3,3,2,3,NULL
51104,316,Sedge Wren,Cistothorus platensis,2,NULL,2,2,NULL
51103,316,Winter Wren,Troglodytes troglodytes,NULL,NULL,2,3,NULL
51102,316,House Wren,Troglodytes aedon,2,NULL,5,2,NULL
51101,316,Carolina Wren,Thryothorus ludovicianus,5,5,5,5,NULL
51100,316,Brown Creeper,Certhia americana,NULL,NULL,2,3,NULL
51099,316,Red-breasted Nuthatch,Sitta canadensis,3,NULL,3,3,NULL
51098,316,Carolina Chickadee,Poecile carolinensis,4,4,4,4,NULL
51097,316,Barn Swallow,Hirundo rustica,4,5,4,NULL,NULL
51096,316,Cliff Swallow,Petrochelidon pyrrhonota,1,1,NULL,NULL,NULL
51095,316,Bank Swallow,Riparia riparia,1,3,3,NULL,NULL
51094,316,Northern Rough-winged Swallow,Stelgidopteryx serripennis,3,1,NULL,NULL,NULL
51093,316,Tree Swallow,Tachycineta bicolor,3,3,4,2,NULL
51092,316,Purple Martin,Progne subis,4,4,2,NULL,NULL
51091,316,Fish Crow,Corvus ossifragus,5,5,2,2,NULL
51090,316,Blue Jay,Cyanocitta cristata,1,1,1,1,NULL
51089,316,Black-whiskered Vireo,Vireo altiloquus,1,1,NULL,NULL,NULL
51088,316,Red-eyed Vireo,Vireo olivaceus,2,NULL,4,NULL,NULL
51087,316,Philadelphia Vireo,Vireo philadelphicus,NULL,NULL,3,NULL,NULL
51086,316,Blue-headed Vireo,Vireo solitarius,1,NULL,2,NULL,NULL
51085,316,White-eyed Vireo,Vireo griseus,3,3,2,NULL,NULL
51084,316,Loggerhead Shrike,Lanius ludovicianus,NULL,NULL,1,NULL,NULL
51083,316,Gray Kingbird,Tyrannus dominicensis,1,1,1,NULL,NULL
51082,316,Eastern Kingbird,Tyrannus tyrannus,4,4,4,NULL,NULL
51081,316,Western Kingbird,Tyrannus verticalis,NULL,NULL,3,NULL,NULL
51080,316,Great Crested Flycatcher,Myiarchus crinitus,4,2,3,NULL,NULL
51079,316,Eastern Phoebe,Sayornis phoebe,3,NULL,4,3,NULL
51078,316,Empidonax Species,Empidonax spp.,NULL,3,2,NULL,NULL
51077,316,Willow Flycatcher,Empidonax traillii,1,1,NULL,NULL,NULL
51076,316,Eastern Wood-Pewee,Contopus virens,2,3,4,NULL,NULL
51075,316,Northern Flicker,Colaptes auratus,2,1,5,4,NULL
51074,316,Downy Woodpecker,Picoides pubescens,NULL,NULL,1,NULL,NULL
51073,316,Yellow-bellied Sapsucker,Sphyrapicus varius,3,NULL,2,3,NULL
51072,316,Red-bellied Woodpecker,Melanerpes carolinus,NULL,NULL,3,1,NULL
51071,316,Red-headed Woodpecker,Melanerpes erythrocephalus,1,NULL,1,NULL,NULL
51070,316,Belted Kingfisher,Ceryle alcyon,2,2,4,2,NULL
51069,316,Ruby-throated Hummingbird,Archilochus colubris,3,3,3,NULL,NULL
51068,316,Chimney Swift,Chaetura pelagica,2,2,3,NULL,NULL
51067,316,Chuck-will's-widow,Caprimulgus carolinensis,2,2,3,NULL,NULL
51066,316,Common Nighthawk,Chordeiles minor,4,4,3,NULL,NULL
51065,316,Short-eared Owl,Asio flammeus,3,NULL,3,3,NULL
51064,316,Great Horned Owl,Bubo virginianus,2,2,2,2,NULL
51063,316,Barn Owl,Tyto alba,1,NULL,1,1,NULL
51062,316,Black-billed Cuckoo,Coccyzus erythropthalmus,NULL,NULL,1,NULL,NULL
51061,316,Yellow-billed Cuckoo,Coccyzus americanus,2,4,4,NULL,NULL
51060,316,Mourning Dove,Zenaida macroura,5,5,5,5,NULL
51059,316,White-winged Dove,Zenaida asiatica,NULL,NULL,1,NULL,NULL
51058,316,Eurasian Collared-Dove,Streptopelia decaocto,1,1,1,1,NULL
51057,316,Rock Pigeon,Columba livia,1,NULL,1,NULL,NULL
51056,316,Razorbill,Alca torda,1,NULL,NULL,1,NULL
51055,316,Dovekie,Alle alle,1,NULL,NULL,1,NULL
51054,316,Long-tailed Jaeger,Stercorarius longicaudus,1,NULL,NULL,NULL,NULL
51053,316,Parasitic Jaeger,Stercorarius parasiticus,3,3,3,3,NULL
51052,316,Pomarine Jaeger,Stercorarius pomarinus,2,3,3,3,NULL
51051,316,South Polar Skua,Stercorarius maccormicki,1,NULL,NULL,NULL,NULL
51050,316,Great Skua,Stercorarius skua,NULL,NULL,NULL,1,NULL
51049,316,Black Skimmer,Rynchops niger,4,4,4,3,NULL
51048,316,Sandwich Tern,Thalasseus sandvicensis,4,5,5,3,NULL
51047,316,Royal Tern,Thalasseus maximus,5,5,5,2,NULL
51046,316,Forster's Tern,Sterna forsteri,4,2,5,4,NULL
51045,316,Arctic Tern,Sterna paradisaea,1,NULL,NULL,NULL,NULL
51044,316,Common Tern,Sterna hirundo,4,5,4,NULL,NULL
51043,316,Roseate Tern,Sterna dougallii,3,3,1,NULL,NULL
51042,316,Black Tern,Chlidonias niger,3,4,2,NULL,NULL
51041,316,Caspian Tern,Hydroprogne caspia,NULL,3,4,NULL,NULL
51040,316,Gull-billed Tern,Gelochelidon nilotica,3,3,3,NULL,NULL
51039,316,Least Tern,Sternula antillarum,4,5,3,NULL,NULL
51038,316,Bridled Tern,Onychoprion anaethetus,NULL,1,1,NULL,NULL
51037,316,Sooty Tern,Onychoprion fuscatus,1,1,1,NULL,NULL
51036,316,Brown Noddy,Anous stolidus,NULL,NULL,1,NULL,NULL
51035,316,Black-legged Kittiwake,Rissa tridactyla,1,NULL,1,1,NULL
51034,316,Great Black-backed Gull,Larus marinus,5,5,5,5,NULL
51033,316,Glaucous Gull,Larus hyperboreus,1,NULL,NULL,3,NULL
51032,316,Lesser Black-backed Gull,Larus fuscus,4,3,4,4,NULL
51031,316,Iceland Gull,Larus glaucoides,1,NULL,1,3,NULL
51030,316,Herring Gull,Larus argentatus,5,5,5,5,NULL
51029,316,Ring-billed Gull,Larus delawarensis,5,2,5,5,NULL
51028,316,Bonaparte's Gull,Larus philadelphia,4,1,3,4,NULL
51027,316,Black-headed Gull,Larus ridibundus,1,NULL,NULL,NULL,NULL
51026,316,Little Gull,Larus minutus,3,NULL,1,3,NULL
51025,316,Laughing Gull,Larus atricilla,5,5,5,2,NULL
51024,316,Red Phalarope,Phalaropus fulicarius,1,NULL,1,1,NULL
51023,316,Red-necked Phalarope,Phalaropus lobatus,1,1,1,NULL,NULL
51022,316,American Woodcock,Scolopax minor,3,1,2,2,NULL
51021,316,Wilson's Snipe,Gallinago delicata,2,NULL,2,2,NULL
51020,316,Short-billed Dowitcher,Limnodromus griseus,4,2,2,2,NULL
51019,316,Stilt Sandpiper,Calidris himantopus,NULL,3,3,NULL,NULL
51018,316,Dunlin,Calidris alpina,5,3,4,5,NULL
51017,316,Purple Sandpiper,Calidris maritima,3,NULL,NULL,1,NULL
51016,316,Pectoral Sandpiper,Calidris melanotos,3,3,3,NULL,NULL
51015,316,White-rumped Sandpiper,Calidris fuscicollis,3,3,NULL,NULL,NULL
51014,316,Least Sandpiper,Calidris minutilla,2,2,2,3,NULL
51013,316,Western Sandpiper,Calidris mauri,2,2,4,2,NULL
51012,316,Semipalmated Sandpiper,Calidris pusilla,2,2,3,NULL,NULL
51011,316,Sanderling,Calidris alba,5,4,5,5,NULL
51010,316,Red Knot,Calidris canutus,4,2,2,2,NULL
51009,316,Ruddy Turnstone,Arenaria interpres,5,4,5,4,NULL
51008,316,Marbled Godwit,Limosa fedoa,3,3,3,3,NULL
51007,316,Whimbrel,Numenius phaeopus,4,4,2,1,NULL
51006,316,Upland Sandpiper,Bartramia longicauda,1,NULL,NULL,NULL,NULL
51005,316,Lesser Yellowlegs,Tringa flavipes,3,3,3,NULL,NULL
51004,316,Willet,Tringa semipalmata,5,5,5,4,NULL
51003,316,Greater Yellowlegs,Tringa melanoleuca,2,2,2,2,NULL
51002,316,Solitary Sandpiper,Tringa solitaria,3,3,3,NULL,NULL
51001,316,Spotted Sandpiper,Actitis macularius,2,2,3,NULL,NULL
51000,316,American Oystercatcher,Haematopus palliatus,5,5,4,4,NULL
50999,316,Killdeer,Charadrius vociferus,2,2,2,2,NULL
50998,316,Piping Plover,Charadrius melodus,2,2,2,2,NULL
50997,316,Semipalmated Plover,Charadrius semipalmatus,4,4,4,3,NULL
50996,316,Wilson's Plover,Charadrius wilsonia,4,4,3,NULL,NULL
50995,316,American Golden-Plover,Pluvialis dominica,NULL,1,3,NULL,NULL
50994,316,Black-bellied Plover,Pluvialis squatarola,5,4,5,4,NULL
50993,316,American Coot,Fulica americana,NULL,NULL,3,3,NULL
50992,316,Sora,Porzana carolina,3,NULL,3,NULL,NULL
50991,316,Virginia Rail,Rallus limicola,3,NULL,3,3,NULL
50990,316,Clapper Rail,Rallus longirostris,4,4,4,4,NULL
50989,316,Black Rail,Laterallus jamaicensis,1,1,NULL,NULL,NULL
50988,316,Peregrine Falcon,Falco peregrinus,3,NULL,4,2,NULL
50987,316,Merlin,Falco columbarius,2,NULL,4,2,NULL
50986,316,American Kestrel,Falco sparverius,2,NULL,4,4,NULL
50985,316,Red-tailed Hawk,Buteo jamaicensis,NULL,NULL,3,NULL,NULL
50984,316,Broad-winged Hawk,Buteo platypterus,NULL,NULL,1,NULL,NULL
50983,316,Red-shouldered Hawk,Buteo lineatus,NULL,NULL,1,1,NULL
50982,316,Cooper's Hawk,Accipiter cooperii,3,NULL,2,2,NULL
50981,316,Sharp-shinned Hawk,Accipiter striatus,3,NULL,4,4,NULL
50980,316,Northern Harrier,Circus cyaneus,2,3,4,4,NULL
50979,316,Bald Eagle,Haliaeetus leucocephalus,3,3,3,3,NULL
50978,316,Swallow-tailed Kite,Elanoides forficatus,1,1,NULL,NULL,NULL
50977,316,Osprey,Pandion haliaetus,4,4,4,1,NULL
50976,316,Turkey Vulture,Cathartes aura,4,4,4,4,NULL
50975,316,Glossy Ibis,Plegadis falcinellus,3,3,3,NULL,NULL
50974,316,White Ibis,Eudocimus albus,4,5,4,4,NULL
50973,316,Yellow-crowned Night-Heron,Nyctanassa violacea,NULL,3,3,NULL,NULL
50972,316,Black-crowned Night-Heron,Nycticorax nycticorax,2,2,2,2,NULL
50971,316,Green Heron,Butorides virescens,2,2,2,NULL,NULL
50970,316,Cattle Egret,Bubulcus ibis,3,3,3,NULL,NULL
50969,316,Tricolored Heron,Egretta tricolor,4,5,4,4,NULL
50968,316,Little Blue Heron,Egretta caerulea,2,2,2,3,NULL
50967,316,Snowy Egret,Egretta thula,2,5,4,3,NULL
50966,316,Great Egret,Ardea alba,4,5,4,2,NULL
50965,316,Great Blue Heron,Ardea herodias,2,2,5,5,NULL
50964,316,Least Bittern,Ixobrychus exilis,3,NULL,3,NULL,NULL
50963,316,American Bittern,Botaurus lentiginosus,3,NULL,3,3,NULL
50962,316,Magnificent Frigatebird,Fregata magnificens,1,1,NULL,NULL,NULL
50961,316,Great Cormorant,Phalacrocorax carbo,2,3,2,2,NULL
50960,316,Double-crested Cormorant,Phalacrocorax auritus,5,2,5,5,NULL
50959,316,Brown Pelican,Pelecanus occidentalis,5,5,5,5,NULL
50958,316,American White Pelican,Pelecanus erythrorhynchos,NULL,NULL,1,NULL,NULL
50957,316,Northern Gannet,Morus bassanus,5,3,2,5,NULL
50956,316,Brown Booby,Sula leucogaster,1,1,NULL,NULL,NULL
50955,316,Wilson's Storm-Petrel,Oceanites oceanicus,3,3,NULL,NULL,NULL
50954,316,Audubon's Shearwater,Puffinus lherminieri,NULL,3,NULL,NULL,NULL
50953,316,Manx Shearwater,Puffinus puffinus,1,NULL,NULL,NULL,NULL
50952,316,Sooty Shearwater,Puffinus griseus,3,3,NULL,NULL,NULL
50951,316,Greater Shearwater,Puffinus gravis,NULL,3,NULL,NULL,NULL
50950,316,Cory's Shearwater,Calonectris diomedea,NULL,3,3,NULL,NULL
50949,316,Red-necked Grebe,Podiceps grisegena,NULL,NULL,NULL,1,NULL
50948,316,Horned Grebe,Podiceps auritus,2,1,3,4,NULL
50947,316,Pied-billed Grebe,Podilymbus podiceps,NULL,NULL,3,3,NULL
50946,316,Common Loon,Gavia immer,5,2,2,5,NULL
50945,316,Pacific Loon,Gavia pacifica,1,NULL,NULL,NULL,NULL
50944,316,Red-throated Loon,Gavia stellata,4,NULL,2,4,NULL
50943,316,Northern Bobwhite,Colinus virginianus,2,2,2,2,NULL
50942,316,Ruddy Duck,Oxyura jamaicensis,NULL,NULL,1,1,NULL
50941,316,Red-breasted Merganser,Mergus serrator,4,3,2,5,NULL
50940,316,Hooded Merganser,Lophodytes cucullatus,NULL,NULL,NULL,3,NULL
50939,316,Common Goldeneye,Bucephala clangula,3,NULL,NULL,3,NULL
50938,316,Bufflehead,Bucephala albeola,2,NULL,3,4,NULL
50937,316,Long-tailed Duck,Clangula hyemalis,NULL,NULL,3,3,NULL
50936,316,Black Scoter,Melanitta nigra,4,1,4,4,NULL
50935,316,White-winged Scoter,Melanitta fusca,3,NULL,3,3,NULL
50934,316,Surf Scoter,Melanitta perspicillata,2,1,2,2,NULL
50933,316,Harlequin Duck,Histrionicus histrionicus,1,NULL,NULL,1,NULL
50932,316,Common Eider,Somateria mollissima,1,1,1,1,NULL
50931,316,Lesser Scaup,Aythya affinis,2,NULL,3,2,NULL
50930,316,Greater Scaup,Aythya marila,3,NULL,3,3,NULL
50929,316,Redhead,Aythya americana,3,NULL,NULL,3,NULL
50928,316,Green-winged Teal,Anas crecca,3,NULL,3,3,NULL
50927,316,Northern Pintail,Anas acuta,3,NULL,3,3,NULL
50926,316,Northern Shoveler,Anas clypeata,3,NULL,3,1,NULL
50925,316,Blue-winged Teal,Anas discors,3,NULL,3,NULL,NULL
50924,316,Mallard,Anas platyrhynchos,NULL,NULL,3,3,NULL
50923,316,American Black Duck,Anas rubripes,3,NULL,3,2,NULL
50922,316,American Wigeon,Anas americana,3,NULL,3,3,NULL
50921,316,Gadwall,Anas strepera,3,NULL,3,3,NULL
50920,316,Wood Duck,Aix sponsa,NULL,NULL,1,1,NULL
50919,316,Tundra Swan,Cygnus columbianus,NULL,NULL,3,NULL,NULL
50918,316,Canada Goose,Branta canadensis,NULL,NULL,3,NULL,NULL
50917,316,Brant,Branta bernicla,1,NULL,3,1,NULL
50916,315,House Sparrow,Passer domesticus,5,5,5,5,NULL
50915,315,American Goldfinch,Carduelis tristis,2,1,2,2,NULL
50914,315,Pine Siskin,Carduelis pinus,NULL,NULL,1,1,NULL
50913,315,Common Redpoll,Carduelis flammea,1,NULL,NULL,1,NULL
50912,315,House Finch,Carpodacus mexicanus,5,5,5,5,NULL
50911,315,Purple Finch,Carpodacus purpureus,1,NULL,1,1,NULL
50910,315,Baltimore Oriole,Icterus galbula,3,3,4,3,NULL
50909,315,Orchard Oriole,Icterus spurius,4,4,3,NULL,NULL
50908,315,Brown-headed Cowbird,Molothrus ater,4,5,2,2,NULL
50907,315,Shiny Cowbird,Molothrus bonariensis,NULL,1,NULL,NULL,NULL
50906,315,Boat-tailed Grackle,Quiscalus major,5,5,5,5,NULL
50905,315,Common Grackle,Quiscalus quiscula,5,5,2,2,NULL
50904,315,Rusty Blackbird,Euphagus carolinus,NULL,NULL,3,NULL,NULL
50903,315,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,NULL,1,1,NULL,NULL
50902,315,Eastern Meadowlark,Sturnella magna,5,5,5,5,NULL
50901,315,Red-winged Blackbird,Agelaius phoeniceus,5,5,5,5,NULL
50900,315,Bobolink,Dolichonyx oryzivorus,3,3,4,NULL,NULL
50899,315,Dickcissel,Spiza americana,NULL,NULL,3,NULL,NULL
50898,315,Indigo Bunting,Passerina cyanea,2,3,4,NULL,NULL
50897,315,Blue Grosbeak,Passerina caerulea,2,3,2,NULL,NULL
50896,315,Rose-breasted Grosbeak,Pheucticus ludovicianus,3,NULL,3,NULL,NULL
50895,315,Northern Cardinal,Cardinalis cardinalis,5,5,5,5,NULL
50894,315,Snow Bunting,Plectrophenax nivalis,NULL,NULL,3,3,NULL
50893,315,Lapland Longspur,Calcarius lapponicus,NULL,NULL,1,NULL,NULL
50892,315,Dark-eyed Junco,Junco hyemalis,2,NULL,2,2,NULL
50891,315,White-crowned Sparrow,Zonotrichia leucophrys,NULL,NULL,3,NULL,NULL
50890,315,White-throated Sparrow,Zonotrichia albicollis,2,NULL,2,2,NULL
50889,315,Swamp Sparrow,Melospiza georgiana,4,NULL,4,5,NULL
50888,315,Lincoln's Sparrow,Melospiza lincolnii,NULL,NULL,3,NULL,NULL
50887,315,Song Sparrow,Melospiza melodia,5,5,5,5,NULL
50886,315,Fox Sparrow,Passerella iliaca,3,NULL,3,3,NULL
50885,315,Seaside Sparrow,Ammodramus maritimus,4,5,4,2,NULL
50884,315,Saltmarsh Sharp-tailed Sparrow,Ammodramus caudacutus,4,1,4,4,NULL
50883,315,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,4,1,4,4,NULL
50882,315,Savannah Sparrow,Passerculus sandwichensis,5,NULL,4,5,NULL
50881,315,Lark Sparrow,Chondestes grammacus,NULL,3,3,1,NULL
50880,315,Vesper Sparrow,Pooecetes gramineus,NULL,NULL,3,NULL,NULL
50879,315,Field Sparrow,Spizella pusilla,3,NULL,2,3,NULL
50878,315,Clay-colored Sparrow,Spizella pallida,NULL,NULL,3,NULL,NULL
50877,315,Chipping Sparrow,Spizella passerina,3,NULL,2,3,NULL
50876,315,Eastern Towhee,Pipilo erythrophthalmus,5,5,5,5,NULL
50875,315,Scarlet Tanager,Piranga olivacea,3,NULL,3,NULL,NULL
50874,315,Summer Tanager,Piranga rubra,3,3,3,NULL,NULL
50873,315,Yellow-breasted Chat,Icteria virens,3,3,3,NULL,NULL
50872,315,Wilson's Warbler,Wilsonia pusilla,NULL,NULL,3,NULL,NULL
50871,315,Hooded Warbler,Wilsonia citrina,3,NULL,3,NULL,NULL
50870,315,Common Yellowthroat,Geothlypis trichas,5,5,5,4,NULL
50869,315,Mourning Warbler,Oporornis philadelphia,NULL,NULL,1,NULL,NULL
50868,315,Connecticut Warbler,Oporornis agilis,NULL,NULL,1,NULL,NULL
50867,315,Kentucky Warbler,Oporornis formosus,NULL,1,1,NULL,NULL
50866,315,Northern Waterthrush,Seiurus noveboracensis,3,3,2,NULL,NULL
50865,315,Ovenbird,Seiurus aurocapilla,NULL,NULL,2,NULL,NULL
50864,315,Worm-eating Warbler,Helmitheros vermivorum,NULL,NULL,1,NULL,NULL
50863,315,Prothonotary Warbler,Protonotaria citrea,1,1,1,NULL,NULL
50862,315,American Redstart,Setophaga ruticilla,3,2,4,NULL,NULL
50861,315,Black-and-white Warbler,Mniotilta varia,3,3,2,NULL,NULL
50860,315,Blackpoll Warbler,Dendroica striata,3,NULL,2,NULL,NULL
50859,315,Bay-breasted Warbler,Dendroica castanea,1,NULL,3,NULL,NULL
50858,315,Palm Warbler,Dendroica palmarum,2,NULL,5,2,NULL
50857,315,Prairie Warbler,Dendroica discolor,4,5,4,1,NULL
50856,315,Pine Warbler,Dendroica pinus,3,3,3,3,NULL
50855,315,Yellow-throated Warbler,Dendroica dominica,3,3,3,1,NULL
50854,315,Blackburnian Warbler,Dendroica fusca,1,NULL,3,NULL,NULL
50853,315,Black-throated Green Warbler,Dendroica virens,NULL,NULL,3,NULL,NULL
50852,315,Yellow-rumped Warbler,Dendroica coronata,4,NULL,4,5,NULL
50851,315,Black-throated Blue Warbler,Dendroica caerulescens,3,3,4,NULL,NULL
50850,315,Cape May Warbler,Dendroica tigrina,NULL,NULL,4,NULL,NULL
50849,315,Magnolia Warbler,Dendroica magnolia,NULL,NULL,2,NULL,NULL
50848,315,Chestnut-sided Warbler,Dendroica pensylvanica,NULL,NULL,1,NULL,NULL
50847,315,Yellow Warbler,Dendroica petechia,3,2,2,NULL,NULL
50846,315,Northern Parula,Parula americana,3,NULL,2,NULL,NULL
50845,315,Nashville Warbler,Vermivora ruficapilla,NULL,NULL,3,NULL,NULL
50844,315,Orange-crowned Warbler,Vermivora celata,2,NULL,2,2,NULL
50843,315,Tennessee Warbler,Vermivora peregrina,NULL,NULL,3,NULL,NULL
50842,315,Cedar Waxwing,Bombycilla cedrorum,4,1,4,4,NULL
50841,315,American Pipit,Anthus rubescens,NULL,NULL,2,3,NULL
50840,315,European Starling,Sturnus vulgaris,5,5,5,5,NULL
50839,315,Brown Thrasher,Toxostoma rufum,5,5,5,5,NULL
50838,315,Northern Mockingbird,Mimus polyglottos,5,5,5,5,NULL
50837,315,Gray Catbird,Dumetella carolinensis,5,5,5,5,NULL
50836,315,American Robin,Turdus migratorius,2,NULL,4,4,NULL
50835,315,Wood Thrush,Hylocichla mustelina,NULL,NULL,3,NULL,NULL
50834,315,Hermit Thrush,Catharus guttatus,2,NULL,2,2,NULL
50833,315,Swainson's Thrush,Catharus ustulatus,3,NULL,3,NULL,NULL
50832,315,Gray-cheeked Thrush,Catharus minimus,3,NULL,3,NULL,NULL
50831,315,Veery,Catharus fuscescens,3,NULL,3,NULL,NULL
50830,315,Eastern Bluebird,Sialia sialis,NULL,NULL,1,NULL,NULL
50829,315,Northern Wheatear,Oenanthe oenanthe,NULL,NULL,1,NULL,NULL
50828,315,Blue-gray Gnatcatcher,Polioptila caerulea,2,3,3,NULL,NULL
50827,315,Ruby-crowned Kinglet,Regulus calendula,2,NULL,4,4,NULL
50826,315,Golden-crowned Kinglet,Regulus satrapa,2,NULL,4,4,NULL
50825,315,Marsh Wren,Cistothorus palustris,4,2,4,5,NULL
50824,315,Sedge Wren,Cistothorus platensis,4,NULL,4,2,NULL
50823,315,Winter Wren,Troglodytes troglodytes,3,NULL,3,2,NULL
50822,315,House Wren,Troglodytes aedon,4,NULL,4,4,NULL
50821,315,Carolina Wren,Thryothorus ludovicianus,5,5,5,5,NULL
50820,315,Brown Creeper,Certhia americana,3,NULL,2,3,NULL
50819,315,Red-breasted Nuthatch,Sitta canadensis,3,NULL,2,3,NULL
50818,315,Barn Swallow,Hirundo rustica,4,5,2,NULL,NULL
50817,315,Cliff Swallow,Petrochelidon pyrrhonota,3,3,3,NULL,NULL
50816,315,Bank Swallow,Riparia riparia,3,2,3,NULL,NULL
50815,315,Northern Rough-winged Swallow,Stelgidopteryx serripennis,3,3,3,NULL,NULL
50814,315,Tree Swallow,Tachycineta bicolor,3,3,5,2,NULL
50813,315,Purple Martin,Progne subis,4,5,3,NULL,NULL
50812,315,Fish Crow,Corvus ossifragus,5,5,5,5,NULL
50811,315,Blue Jay,Cyanocitta cristata,2,3,2,2,NULL
50810,315,Red-eyed Vireo,Vireo olivaceus,2,3,2,NULL,NULL
50809,315,Philadelphia Vireo,Vireo philadelphicus,NULL,NULL,3,NULL,NULL
50808,315,Blue-headed Vireo,Vireo solitarius,3,NULL,3,3,NULL
50807,315,Yellow-throated Vireo,Vireo flavifrons,NULL,NULL,3,NULL,NULL
50806,315,White-eyed Vireo,Vireo griseus,4,4,2,NULL,NULL
50805,315,Scissor-tailed Flycatcher,Tyrannus forficatus,NULL,1,1,NULL,NULL
50804,315,Gray Kingbird,Tyrannus dominicensis,1,NULL,1,NULL,NULL
50803,315,Eastern Kingbird,Tyrannus tyrannus,4,5,2,NULL,NULL
50802,315,Western Kingbird,Tyrannus verticalis,NULL,NULL,3,1,NULL
50801,315,Great Crested Flycatcher,Myiarchus crinitus,4,4,3,NULL,NULL
50800,315,Eastern Phoebe,Sayornis phoebe,3,NULL,4,3,NULL
50799,315,Empidonax Species ,Empidonax spp.,NULL,NULL,2,NULL,NULL
50798,315,Eastern Wood-Pewee,Contopus virens,3,3,2,NULL,NULL
50797,315,Northern Flicker,Colaptes auratus,4,3,4,5,NULL
50796,315,Downy Woodpecker,Picoides pubescens,3,NULL,2,3,NULL
50795,315,Yellow-bellied Sapsucker,Sphyrapicus varius,3,NULL,2,3,NULL
50794,315,Red-bellied Woodpecker,Melanerpes carolinus,3,NULL,3,3,NULL
50793,315,Red-headed Woodpecker,Melanerpes erythrocephalus,1,NULL,1,NULL,NULL
50792,315,Belted Kingfisher,Ceryle alcyon,4,2,5,5,NULL
50791,315,Ruby-throated Hummingbird,Archilochus colubris,3,3,3,3,NULL
50790,315,Chimney Swift,Chaetura pelagica,2,2,3,NULL,NULL
50789,315,Whip-poor-will,Caprimulgus vociferus,NULL,NULL,3,NULL,NULL
50788,315,Chuck-will's-widow,Caprimulgus carolinensis,2,2,3,NULL,NULL
50787,315,Common Nighthawk,Chordeiles minor,2,2,3,NULL,NULL
50786,315,Northern Saw-whet Owl,Aegolius acadicus,NULL,NULL,NULL,1,NULL
50785,315,Short-eared Owl,Asio flammeus,NULL,NULL,3,3,NULL
50784,315,Great Horned Owl,Bubo virginianus,3,3,3,3,NULL
50783,315,Barn Owl,Tyto alba,3,1,3,3,NULL
50782,315,Black-billed Cuckoo,Coccyzus erythropthalmus,3,3,3,NULL,NULL
50781,315,Yellow-billed Cuckoo,Coccyzus americanus,3,3,2,NULL,NULL
50780,315,Mourning Dove,Zenaida macroura,5,5,5,5,NULL
50779,315,White-winged Dove,Zenaida asiatica,NULL,1,1,1,NULL
50778,315,Eurasian Collared-Dove,Streptopelia decaocto,4,4,4,4,NULL
50777,315,Rock Pigeon,Columba livia,3,3,3,3,NULL
50776,315,Razorbill,Alca torda,3,NULL,1,3,NULL
50775,315,Thick-billed Murre,Uria lomvia,1,NULL,NULL,NULL,NULL
50774,315,Dovekie,Alle alle,1,NULL,NULL,1,NULL
50773,315,Long-tailed Jaeger,Stercorarius longicaudus,1,1,NULL,NULL,NULL
50772,315,Parasitic Jaeger,Stercorarius parasiticus,2,3,3,3,NULL
50771,315,Pomarine Jaeger,Stercorarius pomarinus,2,3,3,3,NULL
50770,315,South Polar Skua,Stercorarius maccormicki,1,1,NULL,NULL,NULL
50769,315,Black Skimmer,Rynchops niger,4,5,4,3,NULL
50768,315,Sandwich Tern,Thalasseus sandvicensis,4,5,4,1,NULL
50767,315,Royal Tern,Thalasseus maximus,5,5,5,4,NULL
50766,315,Forster's Tern,Sterna forsteri,5,5,5,5,NULL
50765,315,Common Tern,Sterna hirundo,4,5,2,NULL,NULL
50764,315,Roseate Tern,Sterna dougallii,1,3,1,NULL,NULL
50763,315,Black Tern,Chlidonias niger,3,2,2,NULL,NULL
50762,315,Caspian Tern,Hydroprogne caspia,3,2,4,NULL,NULL
50761,315,Gull-billed Tern,Gelochelidon nilotica,2,4,3,NULL,NULL
50760,315,Least Tern,Sternula antillarum,4,5,3,NULL,NULL
50759,315,Bridled Tern,Onychoprion anaethetus,NULL,1,1,NULL,NULL
